pressmark,record_url,digitization_type,digitization_url
nal 1342,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370083,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038393j
nal 1343,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370084,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100383940
nal 1344,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370085,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038395f
nal 1345,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370086,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038396w
nal 1346,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370087,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038397b
nal 1347,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370088,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038398s
nal 1348,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370089,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100383997
nal 1349,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370090,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038400v
nal 1350,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370091,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100384019
nal 1351,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370092,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038402r
nal 1352,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370093,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100384036
nal 1353,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370094,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038404n
nal 1354,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370095,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100384053
nal 1355,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370096,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038406j
nal 1356,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370097,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100384070
nal 1357,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/ca59752551370098,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038408f
nal 1358,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69671q/cd0e92,none,none
nal 1359,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696775,colorized,https://gallica.bnf.fr/ark:/12148/btv1b525017061
nal 1360,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69679n,none,none
nal 1361,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69680p,none,none
nal 1362,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69681x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100352578
nal 1363,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696825,none,none
nal 1364,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69683d,none,none
nal 1365,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69684n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100327680
nal 1366,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69685w,colorized,https://gallica.bnf.fr/ark:/12148/btv1b105072186
nal 1367,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696864,none,none
nal 1368,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696864/ca59721533886475,none,none
nal 1369,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696864/ca59721533886476,none,none
nal 1370,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69688m,none,none
nal 1371,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69689v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100366663
nal 1372,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69690w,none,none
nal 1373,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69690w/ca59721533818425,none,none
nal 1374,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696914,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032540t
nal 1375,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69692c,none,none
nal 1376,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69693m,none,none
nal 1377,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69693m/ca59721533603604,none,none
nal 1378,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69694v,none,none
nal 1379,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696953,none,none
nal 1380,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69697k,none,none
nal 1381,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69698t,none,none
nal 1382,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696992,none,none
nal 1383,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc696992/ca59721533552629,none,none
nal 1384,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697006,none,none
nal 1385,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69701f,none,none
nal 1386,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69702p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b100365781
nal 1387,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69703x,none,none
nal 1388,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697045,none,none
nal 1389,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69705d,none,none
nal 1390,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69707w,colorized,https://gallica.bnf.fr/ark:/12148/btv1b105157428
nal 1391,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697084,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100334167
nal 1392,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69709c,colorized,https://gallica.bnf.fr/ark:/12148/btv1b550100809
nal 1393,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69710d,none,none
nal 1394,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69711n,none,none
nal 1395,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69712w,none,none
nal 1396,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697134,colorized,https://gallica.bnf.fr/ark:/12148/btv1b520009799
nal 1397,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69714c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038353w
nal 1398,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69715m,none,none
nal 1399,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69716v,none,none
nal 1400,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69718b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038354b
nal 1401,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69719k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10465179n
nal 1402,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69720m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100362832
nal 1403,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69721v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038956h
nal 1404,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697223,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100366913
nal 1405,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69723b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100387648
nal 1406,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69724k,none,none
nal 1407,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69724k/ca59721532802936,none,none
nal 1408,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69725t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100391432
nal 1409,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697262,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100366322
nal 1410,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69728j,none,none
nal 1411,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69728j/ca101,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033588d
nal 1412,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69728j/ca102,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033589v
nal 1413,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69729s,none,none
nal 1414,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69729s/ca101,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525113345
nal 1415,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69730t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032677k
nal 1416,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697312,colorized,https://gallica.bnf.fr/ark:/12148/btv1b105094102
nal 1417,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697329,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b100322219
nal 1418,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69733j,none,none
nal 1419,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69734s,none,none
nal 1420,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697368,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036262s
nal 1421,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69737h,none,none
nal 1422,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69738r,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10032109p
nal 1423,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697390,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036890d
nal 1424,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697401,colorized,https://gallica.bnf.fr/ark:/12148/btv1b6000569d
nal 1425,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697418,none,none
nal 1426,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69742h,none,none
nal 1427,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69743r,none,none
nal 1428,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697440,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034637m
nal 1429,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697457,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100372196
nal 1430,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69747q,none,none
nal 1431,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69748z,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525150653
nal 1432,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697496,none,none
nal 1433,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697507,none,none
nal 1434,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69751g,none,none
nal 1435,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69752q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036059r
nal 1436,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69753z,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105513309
nal 1437,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697546,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8585603c
nal 1438,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69755f,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10546362v
nal 1439,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69756p,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100346382
nal 1440,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697585,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105463639
nal 1441,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69759d,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10550782f
nal 1442,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69760f,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8585604s
nal 1443,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69761p,colorized,https://gallica.bnf.fr/ark:/12148/btv1b85945957
nal 1444,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69762x,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105463584
nal 1445,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697635,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105238210
nal 1446,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69764d,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10551313t
nal 1447,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69765n,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105513148
nal 1448,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69766w,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52518702z
nal 1449,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697674,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8541016k
nal 1450,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69769m,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10551315q
nal 1451,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69770n,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105434448
nal 1452,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69771w,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10546364r
nal 1453,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697724,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105507867
nal 1454,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69773c,colorized,https://gallica.bnf.fr/ark:/12148/btv1b105243541
nal 1455,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69774m,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10546492g
nal 1456,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69775v,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105510913
nal 1457,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697763,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10543445q
nal 1458,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69777b,none,none
nal 1459,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69778k,colorized,https://gallica.bnf.fr/ark:/12148/btv1b10521281h
nal 1460,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69780v,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8594596n
nal 1461,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697813,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10550787p
nal 1462,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69782b,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105434465
nal 1463,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69783k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105463656
nal 1464,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69784t,none,none
nal 1465,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697852,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032156d
nal 1466,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697869,none,none
nal 1467,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69787j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033106p
nal 1468,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69788s,none,none
nal 1469,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697891,none,none
nal 1470,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697919,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032180z
nal 1471,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69792j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10037232w
nal 1472,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69793s,none,none
nal 1473,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697941,none,none
nal 1474,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697958,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032605s
nal 1475,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69796h,none,none
nal 1476,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69796h/ca59721532747565,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10084066p
nal 1477,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69797r,none,none
nal 1478,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697980,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10546493x
nal 1479,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc697997,none,none
nal 1480,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69801m,none,none
nal 1481,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69801m/ca59731736566576,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032770t
nal 1482,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69802v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100327718
nal 1483,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698033,none,none
nal 1484,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69804b,none,none
nal 1485,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69805k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52516748m
nal 1486,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69806t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10037257z
nal 1487,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698072,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100367009
nal 1488,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698089,none,none
nal 1489,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698089/ca59721532707266,none,none
nal 1490,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69810k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100372480
nal 1491,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69811t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100321784
nal 1492,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698122,none,none
nal 1493,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698139,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10546366n
nal 1494,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69814j,none,none
nal 1495,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69815s,none,none
nal 1496,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698161,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105434482
nal 1497,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698178,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10545027z
nal 1498,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc103309v,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10551319h
nal 1499,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc103310m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100323815
nal 1500,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69819r,none,none
nal 1501,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69820s,none,none
nal 1502,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698211,none,none
nal 1503,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698228,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036553z
nal 1504,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69823h,none,none
nal 1505,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69824r,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b100322488
nal 1506,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698250,none,none
nal 1507,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698267,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034254k
nal 1508,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69827g,none,none
nal 1509,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69828q,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10463252c
nal 1510,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698300,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100335657
nal 1511,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698317,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100384896
nal 1512,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69832g,none,none
nal 1514,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69833q,none,none
nal 1515,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69834z,none,none
nal 1516,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698356,none,none
nal 1517,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69836f,none,none
nal 1518,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69837p,none,none
nal 1519,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69838x,none,none
nal 1520,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698406,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52511547p
nal 1521,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69841f,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10023916t
nal 1522,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69842p,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100385526
nal 1523,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69843x,none,none
nal 1524,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698445,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100361916
nal 1525,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69845d,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525130785
nal 1526,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69846n,none,none
nal 1527,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69847w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10037240d
nal 1528,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698484,none,none
nal 1529,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69849c,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10032330n
nal 1530,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69851n,none,none
nal 1532,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69852w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100326764
nal 1533,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698534,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036857w
nal 1534,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69854c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036858b
nal 1535,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58848w,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84262784
nal 1536,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69856v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100335852
nal 1537,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698573,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100374422
nal 1538,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69858b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035325h
nal 1539,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69859k,none,none
nal 1540,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69861v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100336054
nal 1541,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698623,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10025547p
nal 1542,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69863b,none,none
nal 1543,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69864k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525259611
nal 1544,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69865t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033677x
nal 1545,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698662,none,none
nal 1547,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69868j,none,none
nal 1548,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69869s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10037402d
nal 1549,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69870t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033201t
nal 1550,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698729,none,none
nal 1551,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69873j,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52515085x
nal 1552,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69874s,none,none
nal 1553,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698751,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035210g
nal 1554,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698768,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52506643p
nal 1555,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69877h,none,none
nal 1556,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69878r,none,none
nal 1557,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698790,none,none
nal 1558,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698801,none,none
nal 1559,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698818,none,none
nal 1560,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69883r,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10032210f
nal 1561,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698840,none,none
nal 1562,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698857,none,none
nal 1563,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69886g,none,none
nal 1564,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69887q,none,none
nal 1565,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69888z,colorized,https://gallica.bnf.fr/ark:/12148/btv1b525073126
nal 1566,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698896,none,none
nal 1567,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698907,none,none
nal 1568,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69891g,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036086n
nal 1569,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69892q,none,none
nal 1570,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc698946,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100331989
nal 1571,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc69895f,none,none
